station_id,date,element,value,mflag,qflag,sflag,obstime,unit
USC00254775,01-01-1901,PRCP,0,P,,6,,mm
USC00254775,01-01-1901,SNOW,0,,,6,,mm
USC00254900,01-01-1901,TMAX,-94,,,6,,tenths of °C
USC00254900,01-01-1901,TMIN,-283,,,6,,tenths of °C
USC00254900,01-01-1901,TOBS,-222,,,6,,varies
USC00254900,01-01-1901,PRCP,0,P,,6,,mm
USC00254900,01-01-1901,SNOW,0,,,6,,mm
USC00254985,01-01-1901,PRCP,0,P,,6,,mm
USC00254985,01-01-1901,SNOW,0,,,6,,mm
USC00255040,01-01-1901,TMAX,-22,,,6,,tenths of °C
USC00255040,01-01-1901,TMIN,-233,,,6,,tenths of °C
USC00255040,01-01-1901,PRCP,0,,,6,,mm
USC00255040,01-01-1901,SNOW,0,,,6,,mm
USC00255040,01-01-1901,SNWD,25,,,6,,varies
USC00255050,01-01-1901,PRCP,0,,,6,,mm
USC00255050,01-01-1901,SNOW,0,,,6,,mm
USC00255080,01-01-1901,TMAX,-50,,,6,,tenths of °C
USC00255080,01-01-1901,TMIN,-183,,,6,,tenths of °C
USC00255080,01-01-1901,TOBS,-172,,,6,,varies
USC00255080,01-01-1901,PRCP,0,,,6,,mm
USC00255080,01-01-1901,SNOW,0,,,6,,mm
USC00255080,01-01-1901,SNWD,25,,,6,,varies
USC00255090,01-01-1901,PRCP,0,,,0,,mm
USC00255090,01-01-1901,SNOW,0,,,0,,mm
USC00255090,01-01-1901,SNWD,0,,,0,,varies
USC00255090,01-01-1901,TMAX,-133,,,0,,tenths of °C
USC00255090,01-01-1901,TMIN,-317,,,0,,tenths of °C
USC00255155,01-01-1901,PRCP,0,P,,6,,mm
USC00255155,01-01-1901,SNOW,0,,,6,,mm
USC00255250,01-01-1901,TMAX,-100,,,6,,tenths of °C
USC00255250,01-01-1901,TMIN,-217,,,6,,tenths of °C
USC00255250,01-01-1901,TOBS,-206,,,6,,varies
USC00255250,01-01-1901,PRCP,0,,,6,,mm
USC00255250,01-01-1901,SNOW,0,,,6,,mm
USC00255250,01-01-1901,SNWD,0,T,,6,,varies
USC00255310,01-01-1901,PRCP,0,P,,6,,mm
USC00255310,01-01-1901,SNOW,0,,,6,,mm
USC00255565,01-01-1901,TMAX,-100,,,6,,tenths of °C
USC00255565,01-01-1901,TMIN,-228,,,6,,tenths of °C
USC00255565,01-01-1901,TOBS,-222,,,6,,varies
USC00255565,01-01-1901,PRCP,0,P,,6,,mm
USC00255565,01-01-1901,SNOW,0,,,6,,mm
USC00255630,01-01-1901,PRCP,0,,,6,,mm
USC00255630,01-01-1901,SNOW,0,,,6,,mm
USC00255630,01-01-1901,SNWD,25,,,6,,varies
USC00255700,01-01-1901,PRCP,0,,,6,,mm
USC00255700,01-01-1901,SNOW,0,,,6,,mm
USC00255805,01-01-1901,PRCP,0,P,,6,,mm
USC00255805,01-01-1901,SNOW,0,,,6,,mm
USC00255850,01-01-1901,PRCP,0,P,,6,,mm
USC00255850,01-01-1901,SNOW,0,,,6,,mm
USC00255882,01-01-1901,TMAX,-72,,,6,,tenths of °C
USC00255882,01-01-1901,TMIN,-261,,,6,,tenths of °C
USC00255882,01-01-1901,TOBS,-150,,,6,,varies
USC00255882,01-01-1901,PRCP,0,,,6,,mm
USC00255882,01-01-1901,SNOW,0,,,6,,mm
USC00255882,01-01-1901,SNWD,25,,,6,,varies
USC00255925,01-01-1901,PRCP,0,,,6,,mm
USC00255925,01-01-1901,SNOW,0,,,6,,mm
USC00255925,01-01-1901,SNWD,25,,,6,,varies
USC00255990,01-01-1901,TMAX,-83,,,6,,tenths of °C
USC00255990,01-01-1901,TMIN,-217,,,6,,tenths of °C
USC00255990,01-01-1901,TOBS,-194,,,6,,varies
USC00255990,01-01-1901,PRCP,0,,,6,,mm
USC00255990,01-01-1901,SNWD,25,,,6,,varies
USC00256040,01-01-1901,TMAX,-61,,,6,,tenths of °C
USC00256040,01-01-1901,TMIN,-111,,,6,,tenths of °C
USC00256040,01-01-1901,PRCP,0,T,,6,,mm
USC00256040,01-01-1901,SNOW,0,T,,6,,mm
USC00256135,01-01-1901,TMAX,-28,,,6,,tenths of °C
USC00256135,01-01-1901,TMIN,-200,,,6,,tenths of °C
USC00256135,01-01-1901,TOBS,-183,,,6,,varies
USC00256135,01-01-1901,PRCP,0,,,6,,mm
USC00256135,01-01-1901,SNOW,0,,,6,,mm
USC00256135,01-01-1901,SNWD,0,,,6,,varies
USC00256177,01-01-1901,PRCP,0,P,,6,,mm
USC00256177,01-01-1901,SNOW,0,,,6,,mm
USC00256290,01-01-1901,TMAX,-44,,,6,,tenths of °C
USC00256290,01-01-1901,TMIN,-156,,,6,,tenths of °C
USC00256290,01-01-1901,TOBS,-122,,I,6,,varies
USC00256290,01-01-1901,PRCP,0,P,,6,,mm
USC00256290,01-01-1901,SNOW,0,,,6,,mm
USC00256375,01-01-1901,PRCP,0,P,,6,,mm
USC00256415,01-01-1901,PRCP,0,,,6,,mm
USC00256415,01-01-1901,SNOW,0,,,6,,mm
USC00256490,01-01-1901,PRCP,0,,,6,,mm
USC00256490,01-01-1901,SNOW,0,,,6,,mm
USC00256494,01-01-1901,PRCP,0,P,,6,,mm
USC00256494,01-01-1901,SNOW,0,,,6,,mm
USC00252438,01-01-1901,PRCP,0,,,6,,mm
USC00252438,01-01-1901,SNOW,0,,,6,,mm
USC00252438,01-01-1901,SNWD,0,,,6,,varies
USC00252548,01-01-1901,PRCP,0,P,,6,,mm
USC00252548,01-01-1901,SNOW,0,,,6,,mm
USC00252555,01-01-1901,PRCP,0,P,,6,,mm
USC00252690,01-01-1901,PRCP,0,P,,6,,mm
USC00252690,01-01-1901,SNOW,0,,,6,,mm
USC00252770,01-01-1901,PRCP,0,P,,6,,mm
USC00252770,01-01-1901,SNOW,0,,,6,,mm
USC00252805,01-01-1901,PRCP,0,P,,6,,mm
USC00252805,01-01-1901,SNOW,0,,,6,,mm
USC00252820,01-01-1901,TMAX,-61,,,0,,tenths of °C
USC00252820,01-01-1901,TMIN,-211,,,0,,tenths of °C
USC00252820,01-01-1901,TOBS,-128,,I,0,,varies
USC00252820,01-01-1901,PRCP,0,,,0,,mm
USC00252820,01-01-1901,SNOW,0,,,0,,mm
USC00252820,01-01-1901,SNWD,25,,,0,,varies
USC00252832,01-01-1901,TMAX,-22,,,6,,tenths of °C
USC00252832,01-01-1901,TMIN,-222,,,6,,tenths of °C
USC00252832,01-01-1901,TOBS,-67,,,6,,varies
USC00252832,01-01-1901,PRCP,0,P,,6,,mm
USC00252832,01-01-1901,SNOW,0,,,6,,mm
USC00252840,01-01-1901,TMAX,44,,,6,,tenths of °C
USC00252840,01-01-1901,TMIN,-228,,,6,,tenths of °C
USC00252840,01-01-1901,TOBS,-89,,,6,,varies
USC00252840,01-01-1901,PRCP,0,P,,6,,mm
USC00252840,01-01-1901,SNOW,0,,,6,,mm
USC00253035,01-01-1901,TMAX,17,,,0,,tenths of °C
USC00253035,01-01-1901,TMIN,-222,,,0,,tenths of °C
USC00253035,01-01-1901,TOBS,-111,,,0,,varies
USC00253035,01-01-1901,PRCP,0,,,0,,mm
USC00253035,01-01-1901,SNOW,0,,,0,,mm
USC00253035,01-01-1901,SNWD,0,,,0,,varies
USC00253050,01-01-1901,TMAX,-56,,,6,,tenths of °C
USC00253050,01-01-1901,TMIN,-222,,,6,,tenths of °C
USC00253050,01-01-1901,TOBS,-89,,,6,,varies
USC00253050,01-01-1901,PRCP,0,,,6,,mm
USC00253050,01-01-1901,SNOW,0,,,6,,mm
USC00253050,01-01-1901,SNWD,51,,,6,,varies
USC00253175,01-01-1901,TMAX,-111,,,6,800,tenths of °C
USC00253175,01-01-1901,TMIN,-206,,,6,800,tenths of °C
USC00253175,01-01-1901,TOBS,-178,,,6,800,varies
USC00253175,01-01-1901,PRCP,0,P,,6,800,mm
USC00253175,01-01-1901,SNOW,0,,,6,,mm
USC00253185,01-01-1901,TMAX,-56,,,6,,tenths of °C
USC00253185,01-01-1901,TMIN,-206,,,6,,tenths of °C
USC00253185,01-01-1901,TOBS,-133,,,6,,varies
USC00253185,01-01-1901,PRCP,0,P,,6,,mm
USC00253185,01-01-1901,SNOW,0,,,6,,mm
USC00253355,01-01-1901,PRCP,0,,,0,,mm
USC00253355,01-01-1901,SNOW,0,,,0,,mm
USC00253355,01-01-1901,SNWD,0,,,0,,varies
USC00253365,01-01-1901,TMAX,-67,,,0,,tenths of °C
USC00253365,01-01-1901,TMIN,-272,,,0,,tenths of °C
USC00253365,01-01-1901,PRCP,0,,,0,,mm
USC00253365,01-01-1901,SNOW,0,,,0,,mm
USC00253365,01-01-1901,SNWD,0,,,0,,varies
USC00253394,01-01-1901,PRCP,0,,,0,,mm
USC00253394,01-01-1901,SNOW,0,,,0,,mm
USC00253394,01-01-1901,SNWD,51,,,Z,,varies
USC00253394,01-01-1901,TMAX,-67,,,0,,tenths of °C
USC00253394,01-01-1901,TMIN,-217,,,0,,tenths of °C
USC00253394,01-01-1901,TOBS,-200,,I,0,,varies
USC00253425,01-01-1901,PRCP,0,P,,6,,mm
USC00253425,01-01-1901,SNOW,0,,,6,,mm
USC00253485,01-01-1901,TMAX,-67,,,6,,tenths of °C
USC00253485,01-01-1901,TMIN,-217,,,6,,tenths of °C
USC00253485,01-01-1901,PRCP,0,P,,6,,mm
USC00253485,01-01-1901,SNOW,0,,,6,,mm
USC00253515,01-01-1901,PRCP,0,P,,6,,mm
USC00253515,01-01-1901,SNOW,0,,,6,,mm
USC00253595,01-01-1901,PRCP,0,P,,6,,mm
USC00253595,01-01-1901,SNOW,0,,,6,,mm
USC00253630,01-01-1901,PRCP,0,,,0,,mm
USC00253630,01-01-1901,SNOW,0,,,0,,mm
USC00253630,01-01-1901,SNWD,0,,,0,,varies
USC00253630,01-01-1901,TMAX,-94,,,0,,tenths of °C
USC00253630,01-01-1901,TMIN,-200,,,0,,tenths of °C
USC00253630,01-01-1901,TOBS,-111,,,0,,varies
USC00253660,01-01-1901,PRCP,0,P,,6,,mm
USC00253660,01-01-1901,SNOW,0,,,6,,mm
USC00253710,01-01-1901,TMAX,-106,,,6,,tenths of °C
USC00253710,01-01-1901,TMIN,-256,,,6,,tenths of °C
USC00253710,01-01-1901,TOBS,-139,,,6,,varies
USC00253710,01-01-1901,PRCP,0,P,,6,,mm
USC00253710,01-01-1901,SNOW,0,,,6,,mm
USC00253735,01-01-1901,TMAX,-56,,,6,,tenths of °C
USC00253735,01-01-1901,TMIN,-211,,,6,,tenths of °C
USC00253735,01-01-1901,PRCP,0,,,6,,mm
USC00253735,01-01-1901,SNOW,0,,,6,,mm
USC00253825,01-01-1901,PRCP,0,P,,6,,mm
USC00253825,01-01-1901,SNOW,0,,,6,,mm
USC00253910,01-01-1901,PRCP,0,P,,6,,mm
USC00253910,01-01-1901,SNOW,0,,,6,,mm
USC00253976,01-01-1901,PRCP,0,P,,6,,mm
USC00253976,01-01-1901,SNOW,0,,,6,,mm
USC00254110,01-01-1901,TMAX,-44,,,6,800,tenths of °C
USC00254110,01-01-1901,TMIN,-283,,,6,800,tenths of °C
USC00254110,01-01-1901,TOBS,-122,,,6,800,varies
USC00254110,01-01-1901,PRCP,0,P,,6,800,mm
USC00254110,01-01-1901,SNOW,0,,,6,,mm
USC00254335,01-01-1901,PRCP,0,,,6,,mm
USC00254335,01-01-1901,SNOW,0,,,6,,mm
USC00254385,01-01-1901,TMAX,-61,,,6,,tenths of °C
USC00254385,01-01-1901,TMIN,-244,,,6,,tenths of °C
USC00254385,01-01-1901,PRCP,0,P,,6,,mm
USC00254385,01-01-1901,SNOW,0,,,6,,mm
USC00254440,01-01-1901,TMAX,-100,,,0,,tenths of °C
USC00254440,01-01-1901,TMIN,-239,,,0,,tenths of °C
USC00254440,01-01-1901,PRCP,0,,,0,,mm
USC00254440,01-01-1901,SNOW,0,,,0,,mm
USC00254440,01-01-1901,SNWD,0,,,0,,varies
USC00250130,01-01-1901,TMAX,-94,,,0,,tenths of °C
USC00250130,01-01-1901,TMIN,-283,,,0,,tenths of °C
USC00250130,01-01-1901,TOBS,-194,,,0,,varies
USC00250130,01-01-1901,PRCP,0,,,0,,mm
USC00250130,01-01-1901,SNOW,0,,,0,,mm
USC00250130,01-01-1901,SNWD,25,,,0,,varies
USC00250145,01-01-1901,TMAX,-122,,,6,,tenths of °C
USC00250145,01-01-1901,TMIN,-272,,,6,,tenths of °C
USC00250145,01-01-1901,PRCP,51,,,6,,mm
USC00250310,01-01-1901,PRCP,0,P,,6,,mm
USC00250310,01-01-1901,SNOW,0,,,6,,mm
USC00250320,01-01-1901,PRCP,0,P,,6,,mm
USC00250320,01-01-1901,SNOW,0,,,6,,mm
USC00250348,01-01-1901,PRCP,0,P,,6,,mm
USC00250372,01-01-1901,PRCP,0,P,,6,,mm
USC00250372,01-01-1901,SNOW,0,,,6,,mm
USC00250375,01-01-1901,TMAX,-56,,,6,,tenths of °C
USC00250375,01-01-1901,TMIN,-206,,,6,,tenths of °C
USC00250375,01-01-1901,TOBS,-106,,,6,,varies
USC00250375,01-01-1901,PRCP,0,P,,6,,mm
USC00250375,01-01-1901,SNOW,0,,,6,,mm
USC00250375,01-01-1901,SNWD,25,,,6,,varies
USC00250385,01-01-1901,TMAX,-83,,,6,,tenths of °C
USC00250385,01-01-1901,TMIN,-228,,,6,,tenths of °C
USC00250385,01-01-1901,PRCP,0,P,,6,,mm
USC00250385,01-01-1901,SNOW,0,,,6,,mm
USC00250435,01-01-1901,TMAX,-44,,,6,,tenths of °C
USC00250435,01-01-1901,TMIN,-206,,,6,,tenths of °C
USC00250435,01-01-1901,TOBS,-78,,,6,,varies
USC00250435,01-01-1901,PRCP,0,,,6,,mm
USC00250435,01-01-1901,SNOW,0,,,6,,mm
USC00250445,01-01-1901,PRCP,0,P,,6,,mm
USC00250445,01-01-1901,SNOW,0,,,6,,mm
USC00250620,01-01-1901,TMAX,-50,,,6,,tenths of °C
USC00250620,01-01-1901,TMIN,-211,,,6,,tenths of °C
USC00250620,01-01-1901,TOBS,-100,,,6,,varies
USC00250620,01-01-1901,PRCP,0,,,6,,mm
USC00250620,01-01-1901,SNOW,0,,,6,,mm
USC00250620,01-01-1901,SNWD,0,T,,6,,varies
USC00250640,01-01-1901,TMAX,-94,,,6,,tenths of °C
USC00250640,01-01-1901,TMIN,-272,,,6,,tenths of °C
USC00250640,01-01-1901,TOBS,-122,,,6,,varies
USC00250640,01-01-1901,PRCP,0,P,,6,,mm
USC00250640,01-01-1901,SNOW,0,,,6,,mm
USC00250740,01-01-1901,PRCP,0,,,6,,mm
USC00250755,01-01-1901,PRCP,0,P,,6,,mm
USC00250755,01-01-1901,SNOW,0,,,6,,mm
USC00250760,01-01-1901,PRCP,0,P,,6,,mm
USC00250760,01-01-1901,SNOW,0,,,6,,mm
USC00250930,01-01-1901,TMAX,-111,,,6,,tenths of °C
USC00250930,01-01-1901,TMIN,-194,,,6,,tenths of °C
USC00250930,01-01-1901,TOBS,-178,,,6,,varies
USC00250930,01-01-1901,PRCP,0,,,6,,mm
USC00250930,01-01-1901,SNOW,0,,,6,,mm
USC00250960,01-01-1901,PRCP,0,,,6,,mm
USC00250960,01-01-1901,SNOW,0,,,6,,mm
USC00251065,01-01-1901,PRCP,0,P,,6,,mm
USC00251065,01-01-1901,SNOW,0,,,6,,mm
USC00251145,01-01-1901,PRCP,0,,,0,,mm
USC00251145,01-01-1901,SNOW,0,,,0,,mm
USC00251145,01-01-1901,SNWD,51,,,0,,varies
USC00251145,01-01-1901,TMAX,-117,,,0,,tenths of °C
USC00251145,01-01-1901,TMIN,-317,,,0,,tenths of °C
USC00251200,01-01-1901,TMAX,-33,,,0,,tenths of °C
USC00251200,01-01-1901,TMIN,-156,,,0,,tenths of °C
USC00251200,01-01-1901,PRCP,0,,,0,,mm
USC00251200,01-01-1901,SNOW,0,,,0,,mm
USC00251200,01-01-1901,SNWD,0,,,0,,varies
USC00251240,01-01-1901,PRCP,0,,,6,,mm
USC00251240,01-01-1901,SNOW,0,,,6,,mm
USC00251260,01-01-1901,TMAX,-161,,,6,,tenths of °C
USC00251260,01-01-1901,PRCP,0,P,,6,,mm
USC00251405,01-01-1901,TMAX,-72,,,6,,tenths of °C
USC00251405,01-01-1901,TMIN,-267,,,6,,tenths of °C
USC00251405,01-01-1901,TOBS,-200,,,6,,varies
USC00251405,01-01-1901,PRCP,0,,,6,,mm
USC00251405,01-01-1901,SNOW,0,,,6,,mm
USC00251415,01-01-1901,TMIN,-289,,,6,,tenths of °C
USC00251415,01-01-1901,PRCP,0,P,,6,,mm
USC00251620,01-01-1901,PRCP,28,,,6,,mm
USC00251620,01-01-1901,SNOW,0,,,6,,mm
USC00251750,01-01-1901,PRCP,0,P,,6,,mm
USC00251750,01-01-1901,SNOW,0,,,6,,mm
USC00251825,01-01-1901,TMAX,-111,,,6,,tenths of °C
USC00251825,01-01-1901,TMIN,-200,,,6,,tenths of °C
USC00251825,01-01-1901,TOBS,-183,,,6,,varies
USC00251825,01-01-1901,PRCP,0,T,,6,,mm
USC00251825,01-01-1901,SNOW,0,T,,6,,mm
USC00251825,01-01-1901,SNWD,0,T,,6,,varies
USC00252020,01-01-1901,TMAX,-56,,,6,,tenths of °C
USC00252020,01-01-1901,TMIN,-211,,,6,,tenths of °C
USC00252020,01-01-1901,TOBS,-122,,,6,,varies
USC00252020,01-01-1901,PRCP,0,,,6,,mm
USC00252020,01-01-1901,SNOW,0,,,6,,mm
USC00252065,01-01-1901,TMAX,-111,,,0,,tenths of °C
USC00252065,01-01-1901,TMIN,-283,,,0,,tenths of °C
USC00252065,01-01-1901,PRCP,0,,,0,,mm
USC00252065,01-01-1901,SNOW,0,,,0,,mm
USC00252065,01-01-1901,SNWD,0,,,0,,varies
USC00252100,01-01-1901,TMAX,-83,,,6,,tenths of °C
USC00252100,01-01-1901,TMIN,-283,,,6,,tenths of °C
USC00252100,01-01-1901,PRCP,0,P,,6,,mm
USC00252100,01-01-1901,SNOW,0,,,6,,mm
USC00252205,01-01-1901,PRCP,0,,,0,,mm
USC00252205,01-01-1901,SNOW,0,,,0,,mm
USC00252205,01-01-1901,SNWD,51,,,0,,varies
USC00252205,01-01-1901,TMAX,-61,,,0,,tenths of °C
USC00252205,01-01-1901,TMIN,-172,,,0,,tenths of °C
USC00252205,01-01-1901,TOBS,-156,,I,0,,varies
USC00252225,01-01-1901,TMAX,-22,,,6,,tenths of °C
USC00252225,01-01-1901,TMIN,-161,,,6,,tenths of °C
USC00252225,01-01-1901,TOBS,-78,,,6,,varies
USC00252225,01-01-1901,PRCP,0,,,6,,mm
USC00252225,01-01-1901,SNOW,0,,,6,,mm
USC00252225,01-01-1901,SNWD,0,T,,6,,varies
USC00248392,01-01-1901,TMAX,-50,,,6,,tenths of °C
USC00248392,01-01-1901,TMIN,-106,,,6,,tenths of °C
USC00248392,01-01-1901,TOBS,-56,,,6,,varies
USC00248392,01-01-1901,PRCP,0,P,,6,,mm
USC00248392,01-01-1901,SNOW,0,,,6,,mm
USC00248392,01-01-1901,SNWD,51,,,6,,varies
USC00248957,01-01-1901,TMAX,-89,,,6,,tenths of °C
USC00248957,01-01-1901,TMIN,-289,,,6,,tenths of °C
USC00248957,01-01-1901,TOBS,-139,,,6,,varies
USC00248957,01-01-1901,PRCP,13,,,6,,mm
USC00248957,01-01-1901,SNWD,25,,,6,,varies
USC00249192,01-01-1901,TMAX,-106,,,6,,tenths of °C
USC00249192,01-01-1901,TMIN,-161,,,6,,tenths of °C
USC00249192,01-01-1901,PRCP,0,P,,6,,mm
USC00249192,01-01-1901,SNOW,0,,,6,,mm
USC00249903,01-01-1901,TMAX,-78,,,6,,tenths of °C
USC00249903,01-01-1901,TMIN,-222,,,6,,tenths of °C
USC00249903,01-01-1901,TOBS,-78,,,6,,varies
USC00249903,01-01-1901,PRCP,0,P,,6,,mm
USC00249903,01-01-1901,SNWD,102,,,6,,varies
USC00250030,01-01-1901,PRCP,0,,,6,,mm
USC00250035,01-01-1901,TMAX,-144,,,6,,tenths of °C
USC00250035,01-01-1901,TMIN,-200,,,6,,tenths of °C
USC00250035,01-01-1901,PRCP,0,P,,6,,mm
USC00250035,01-01-1901,SNOW,0,,,6,,mm
USC00250070,01-01-1901,TMAX,-22,,,0,,tenths of °C
USC00250070,01-01-1901,TMIN,-217,,,0,,tenths of °C
USC00250070,01-01-1901,TOBS,-94,,,0,,varies
USC00250070,01-01-1901,PRCP,0,,,0,,mm
USC00250070,01-01-1901,SNOW,0,,,0,,mm
USC00250070,01-01-1901,SNWD,0,,,0,,varies
USC00246302,01-01-1901,TMAX,-94,,I,0,,tenths of °C
USC00246302,01-01-1901,TMIN,-217,,,0,,tenths of °C
USC00246302,01-01-1901,TOBS,-83,,I,0,,varies
USC00246302,01-01-1901,PRCP,0,,,0,,mm
USC00246302,01-01-1901,SNOW,0,,,0,,mm
USC00246302,01-01-1901,SNWD,102,,,0,,varies
USC00246562,01-01-1901,TMAX,-67,,,6,,tenths of °C
USC00246562,01-01-1901,TMIN,-122,,,6,,tenths of °C
USC00246562,01-01-1901,TOBS,-72,,,6,,varies
USC00246562,01-01-1901,PRCP,0,T,,6,,mm
USC00246562,01-01-1901,SNOW,0,,,6,,mm
USC00246660,01-01-1901,TMAX,-183,,,0,,tenths of °C
USC00246660,01-01-1901,TMIN,-294,,,0,,tenths of °C
USC00246660,01-01-1901,TOBS,-239,,,0,,varies
USC00246660,01-01-1901,PRCP,0,,,0,,mm
USC00246660,01-01-1901,SNOW,0,,,0,,mm
USC00246964,01-01-1901,TMAX,-106,,,6,,tenths of °C
USC00246964,01-01-1901,TMIN,-217,,,6,,tenths of °C
USC00246964,01-01-1901,TOBS,-117,,,6,,varies
USC00246964,01-01-1901,PRCP,0,P,,6,,mm
USC00246964,01-01-1901,SNOW,0,,,6,,mm
USC00247032,01-01-1901,TMAX,-167,,,6,,tenths of °C
USC00247032,01-01-1901,TMIN,-328,,,6,,tenths of °C
USC00247032,01-01-1901,PRCP,0,P,,6,,mm
USC00247032,01-01-1901,SNOW,0,,,6,,mm
USC00244558,01-01-1901,TMAX,-106,,,0,2400,tenths of °C
USC00244558,01-01-1901,TMIN,-144,,,0,2400,tenths of °C
USC00244558,01-01-1901,PRCP,13,,,0,2400,mm
USC00244558,01-01-1901,SNOW,13,,,0,,mm
USC00244558,01-01-1901,SNWD,102,,,Z,,varies
USC00245030,01-01-1901,TMAX,-139,,,0,,tenths of °C
USC00245030,01-01-1901,TMIN,-278,,,0,,tenths of °C
USC00245030,01-01-1901,TOBS,-156,,,0,,varies
USC00245030,01-01-1901,PRCP,0,,,0,,mm
USC00245030,01-01-1901,SNOW,0,,,0,,mm
USC00245030,01-01-1901,SNWD,0,,,0,,varies
USC00245076,01-01-1901,TMAX,-111,,,0,,tenths of °C
USC00245076,01-01-1901,TMIN,-183,,,0,,tenths of °C
USC00245076,01-01-1901,TOBS,-167,,,0,,varies
USC00245076,01-01-1901,PRCP,0,,,0,,mm
USC00245387,01-01-1901,TMAX,-78,,,6,,tenths of °C
USC00245387,01-01-1901,TMIN,-206,,,6,,tenths of °C
USC00245387,01-01-1901,TOBS,-206,,I,6,,varies
USC00245387,01-01-1901,PRCP,0,P,,6,,mm
USC00245387,01-01-1901,SNOW,0,,,6,,mm
USC00245402,01-01-1901,TMAX,-111,,,6,,tenths of °C
USC00245402,01-01-1901,TMIN,-172,,,6,,tenths of °C
USC00245402,01-01-1901,TOBS,-106,,,6,,varies
USC00245402,01-01-1901,SNWD,76,,,6,,varies
USC00245685,01-01-1901,TMAX,-100,,,0,,tenths of °C
USC00245685,01-01-1901,TMIN,-200,,,0,,tenths of °C
USC00245685,01-01-1901,TOBS,-150,,,0,,varies
USC00245685,01-01-1901,PRCP,0,,,0,,mm
USC00245685,01-01-1901,SNOW,0,,,0,,mm
USC00245685,01-01-1901,SNWD,0,,,0,,varies
USC00245740,01-01-1901,TMAX,-83,,,0,,tenths of °C
USC00245740,01-01-1901,TMIN,-144,,,0,,tenths of °C
USC00245740,01-01-1901,PRCP,0,,,0,,mm
USC00245740,01-01-1901,SNOW,0,,,0,,mm
USC00243581,01-01-1901,TMAX,-122,,I,0,,tenths of °C
USC00243581,01-01-1901,TMIN,-256,,,0,,tenths of °C
USC00243581,01-01-1901,TOBS,-111,,I,0,,varies
USC00243581,01-01-1901,PRCP,0,,,0,,mm
USC00243581,01-01-1901,SNOW,0,T,,0,,mm
USC00243603,01-01-1901,TMAX,-106,,,6,,tenths of °C
USC00243603,01-01-1901,TMIN,-244,,,6,,tenths of °C
USC00243603,01-01-1901,TOBS,-144,,,6,,varies
USC00243603,01-01-1901,PRCP,0,P,,6,,mm
USC00243749,01-01-1901,TMAX,-72,,,0,,tenths of °C
USC00243749,01-01-1901,TMIN,-139,,,0,,tenths of °C
USC00243749,01-01-1901,TOBS,-89,,,0,,varies
USC00243749,01-01-1901,PRCP,0,,,0,,mm
USC00243749,01-01-1901,SNOW,0,,,0,,mm
USC00243885,01-01-1901,TMAX,-22,,,0,,tenths of °C
USC00243885,01-01-1901,TMIN,-150,,,0,,tenths of °C
USC00243885,01-01-1901,PRCP,0,,,0,,mm
USC00243885,01-01-1901,SNOW,0,,,6,,mm
USC00443192,01-01-1901,TMAX,78,,,6,,tenths of °C
USC00443192,01-01-1901,TMIN,0,,,6,,tenths of °C
USC00443192,01-01-1901,TOBS,44,,,6,,varies
USC00443192,01-01-1901,PRCP,0,,,6,,mm
USC00443192,01-01-1901,SNOW,0,,,6,,mm
USC00443713,01-01-1901,TMAX,94,,,6,,tenths of °C
USC00443713,01-01-1901,TMIN,61,,,6,,tenths of °C
USC00443713,01-01-1901,TOBS,67,,,6,,varies
USC00443713,01-01-1901,PRCP,0,P,,6,,mm
USC00443713,01-01-1901,SNOW,0,,,6,,mm
USC00444128,01-01-1901,TMAX,44,,,6,,tenths of °C
USC00444128,01-01-1901,TMIN,-67,,,6,,tenths of °C
USC00444128,01-01-1901,TOBS,0,,,6,,varies
USC00444128,01-01-1901,PRCP,0,P,,6,,mm
USC00444128,01-01-1901,SNOW,0,,,6,,mm
USC00444876,01-01-1901,PRCP,0,P,,6,,mm
USC00444876,01-01-1901,SNOW,0,,,6,,mm
USC00444909,01-01-1901,TMAX,83,,,6,1700,tenths of °C
USC00444909,01-01-1901,TMIN,-22,,,6,1700,tenths of °C
USC00444909,01-01-1901,TOBS,22,,,6,1700,varies
USC00444909,01-01-1901,PRCP,0,P,,6,1700,mm
USC00444909,01-01-1901,SNOW,0,,,6,,mm
USC00445121,01-01-1901,TMAX,111,,,0,,tenths of °C
USC00445121,01-01-1901,TMIN,33,,,0,,tenths of °C
USC00445121,01-01-1901,PRCP,0,,,0,,mm
USC00445121,01-01-1901,SNOW,0,,,0,,mm
USC00445121,01-01-1901,SNWD,0,,,0,,varies
USC00445213,01-01-1901,TMAX,67,,,6,,tenths of °C
USC00445213,01-01-1901,TMIN,22,,,6,,tenths of °C
USC00445213,01-01-1901,PRCP,0,P,,6,,mm
USC00445213,01-01-1901,SNOW,0,,,6,,mm
USC00445266,01-01-1901,TMAX,94,,,6,,tenths of °C
USC00445266,01-01-1901,TMIN,6,,,6,,tenths of °C
USC00445266,01-01-1901,TOBS,56,,,6,,varies
USC00445266,01-01-1901,PRCP,0,P,,6,,mm
USC00445266,01-01-1901,SNOW,0,,,6,,mm
USC00446054,01-01-1901,TMAX,133,,,6,,tenths of °C
USC00446054,01-01-1901,TMIN,11,,,6,,tenths of °C
USC00446054,01-01-1901,PRCP,0,P,,6,,mm
USC00446054,01-01-1901,SNOW,0,,,6,,mm
USC00440440,01-01-1901,TMAX,122,,,6,,tenths of °C
USC00440440,01-01-1901,TMIN,33,,,6,,tenths of °C
